"","V2","V10","V51","V106","V140","V147","V186"
"66985",705,2,NA,3,5,1,4
"66986",705,2,3,3,10,NA,4
"66987",705,2,2,3,10,3,4
"66988",705,2,NA,3,4,1,4
"66989",705,2,2,4,5,NA,2
"66990",705,2,NA,3,10,1,4
"66991",705,2,3,4,5,1,4
"66992",705,2,2,3,7,NA,4
"66993",705,2,3,2,8,1,4
"66994",705,1,4,2,10,3,4
"66995",705,1,1,2,9,1,4
"66996",705,4,2,4,NA,NA,4
"66997",705,2,3,NA,7,1,NA
"66998",705,2,3,2,9,NA,4
"66999",705,1,3,3,7,NA,2
"67000",705,2,3,3,10,NA,2
"67001",705,2,3,NA,7,2,4
"67002",705,2,3,2,10,1,4
"67003",705,3,3,2,7,1,4
"67004",705,2,3,2,10,1,2
"67005",705,1,3,NA,9,1,4
"67006",705,2,3,3,10,1,2
"67007",705,3,3,4,5,1,4
"67008",705,2,2,3,8,1,3
"67009",705,1,4,2,9,1,3
"67010",705,2,3,3,10,1,3
"67011",705,2,4,4,10,3,2
"67012",705,4,4,3,3,1,4
"67013",705,3,4,3,10,1,4
"67014",705,2,3,4,10,1,4
"67015",705,2,3,4,5,1,4
"67016",705,2,3,3,7,1,4
"67017",705,2,NA,3,7,1,2
"67018",705,1,4,NA,8,NA,3
"67019",705,2,3,3,7,2,4
"67020",705,2,3,3,8,1,4
"67021",705,1,3,2,10,2,4
"67022",705,3,3,3,9,1,4
"67023",705,3,4,2,10,2,3
"67024",705,1,2,NA,5,3,4
"67025",705,1,3,2,10,1,2
"67026",705,2,3,3,10,2,2
"67027",705,3,3,3,9,1,4
"67028",705,2,3,3,9,NA,3
"67029",705,2,3,2,7,3,3
"67030",705,3,4,4,8,1,1
"67031",705,2,4,3,8,1,1
"67032",705,2,2,3,10,1,4
"67033",705,2,4,NA,10,1,1
"67034",705,2,1,2,10,NA,4
"67035",705,3,4,3,10,1,2
"67036",705,1,3,2,10,1,4
"67037",705,3,4,NA,10,3,1
"67038",705,3,3,4,10,1,1
"67039",705,2,4,2,5,1,4
"67040",705,1,4,3,10,3,4
"67041",705,2,4,NA,10,1,4
"67042",705,2,3,3,8,1,1
"67043",705,1,3,4,6,1,2
"67044",705,1,3,2,10,1,NA
"67045",705,1,3,1,9,2,3
"67046",705,2,3,4,10,1,4
"67047",705,2,3,3,10,1,4
"67048",705,2,4,2,10,1,4
"67049",705,2,3,3,10,1,4
"67050",705,2,3,4,6,1,3
"67051",705,2,2,3,5,3,4
"67052",705,2,3,3,8,1,2
"67053",705,1,NA,2,6,1,4
"67054",705,2,3,2,7,2,4
"67055",705,2,3,3,10,1,4
"67056",705,1,2,2,6,1,4
"67057",705,3,3,3,9,NA,4
"67058",705,1,2,3,7,1,4
"67059",705,2,4,3,9,NA,NA
"67060",705,2,3,4,10,3,4
"67061",705,1,3,4,5,NA,4
"67062",705,2,3,3,7,1,4
"67063",705,1,3,4,9,1,4
"67064",705,2,3,4,5,1,4
"67065",705,3,4,3,5,1,4
"67066",705,2,3,4,9,NA,4
"67067",705,1,3,4,9,1,4
"67068",705,1,3,3,10,1,4
"67069",705,2,3,3,8,1,4
"67070",705,1,3,3,10,1,4
"67071",705,2,3,2,8,3,2
"67072",705,1,3,4,8,1,3
"67073",705,1,2,1,9,1,4
"67074",705,2,4,2,10,1,2
"67075",705,2,4,3,10,1,3
"67076",705,3,3,3,8,1,4
"67077",705,1,3,4,5,1,4
"67078",705,1,3,2,10,1,2
"67079",705,2,3,2,8,2,3
"67080",705,1,3,3,9,1,4
"67081",705,2,3,3,7,NA,4
"67082",705,2,2,4,10,1,2
"67083",705,2,2,4,10,1,4
"67084",705,2,4,2,5,2,2
"67085",705,2,3,2,9,2,1
"67086",705,1,NA,2,10,3,3
"67087",705,NA,3,3,8,1,4
"67088",705,2,3,3,10,3,4
"67089",705,2,4,NA,10,1,2
"67090",705,2,3,3,10,NA,3
"67091",705,2,3,2,10,1,4
"67092",705,2,4,2,7,3,4
"67093",705,2,2,3,9,3,4
"67094",705,2,4,2,10,1,4
"67095",705,2,3,2,10,1,2
"67096",705,2,4,4,5,1,2
"67097",705,2,4,2,9,2,2
"67098",705,1,2,4,9,3,3
"67099",705,3,1,3,10,1,3
"67100",705,1,1,4,10,3,4
"67101",705,1,3,4,10,1,3
"67102",705,3,2,3,9,1,4
"67103",705,2,3,4,10,3,3
"67104",705,2,3,4,10,3,4
"67105",705,1,3,4,9,2,4
"67106",705,2,3,4,NA,2,4
"67107",705,3,2,3,8,2,4
"67108",705,2,3,3,9,2,2
"67109",705,2,3,4,8,1,4
"67110",705,2,4,2,9,3,4
"67111",705,2,2,3,8,1,2
"67112",705,2,2,NA,10,3,3
"67113",705,3,3,NA,9,3,3
"67114",705,3,3,4,10,1,4
"67115",705,2,2,3,5,1,4
"67116",705,2,3,4,10,3,4
"67117",705,3,NA,NA,5,1,NA
"67118",705,2,3,3,8,3,4
"67119",705,2,3,3,10,1,1
"67120",705,2,4,4,10,3,4
"67121",705,3,2,3,8,1,1
"67122",705,2,1,NA,10,3,4
"67123",705,3,2,3,3,2,2
"67124",705,2,3,3,8,1,3
"67125",705,2,3,3,9,1,4
"67126",705,2,4,NA,7,1,4
"67127",705,2,3,3,8,3,3
"67128",705,1,4,4,6,1,1
"67129",705,2,4,3,6,1,3
"67130",705,2,3,NA,8,1,4
"67131",705,2,3,4,7,2,3
"67132",705,2,3,3,7,1,4
"67133",705,1,NA,2,9,3,4
"67134",705,2,4,1,10,2,4
"67135",705,2,3,3,9,1,4
"67136",705,2,2,2,10,1,3
"67137",705,1,3,3,8,1,3
"67138",705,2,3,3,9,1,3
"67139",705,2,2,3,7,1,4
"67140",705,2,2,3,7,1,3
"67141",705,1,3,2,9,1,2
"67142",705,2,3,2,8,NA,3
"67143",705,2,2,3,8,1,3
"67144",705,3,3,3,5,1,4
"67145",705,1,3,2,5,1,4
"67146",705,2,2,3,8,1,4
"67147",705,3,4,3,1,1,2
"67148",705,2,4,3,10,1,4
"67149",705,2,3,2,10,1,4
"67150",705,1,3,3,2,1,3
"67151",705,2,3,4,6,1,4
"67152",705,2,4,3,10,3,4
"67153",705,1,4,3,10,1,3
"67154",705,2,4,3,10,2,4
"67155",705,2,3,NA,8,3,4
"67156",705,2,4,3,9,1,3
"67157",705,2,2,3,10,3,4
"67158",705,2,4,1,9,1,1
"67159",705,1,4,4,6,1,2
"67160",705,2,3,3,8,1,3
"67161",705,2,3,3,10,1,2
"67162",705,1,3,3,10,1,4
"67163",705,2,2,3,10,NA,1
"67164",705,2,4,3,10,1,4
"67165",705,2,2,3,5,1,4
"67166",705,2,2,3,8,1,4
"67167",705,1,4,4,5,1,4
"67168",705,2,3,4,9,1,4
"67169",705,1,3,2,7,3,4
"67170",705,2,3,3,5,1,4
"67171",705,2,3,3,3,2,4
"67172",705,2,4,3,7,1,4
"67173",705,1,4,3,10,1,4
"67174",705,2,4,3,9,1,4
"67175",705,3,3,3,10,1,4
"67176",705,1,3,3,4,1,4
"67177",705,2,4,2,10,1,4
"67178",705,3,3,3,7,1,4
"67179",705,2,3,3,8,1,4
"67180",705,2,3,3,8,1,4
"67181",705,2,2,3,8,1,3
"67182",705,1,3,3,10,1,4
"67183",705,2,3,2,10,1,3
"67184",705,3,NA,3,8,1,4
"67185",705,2,3,4,10,3,4
"67186",705,2,3,NA,10,1,4
"67187",705,2,3,3,8,2,3
"67188",705,2,3,3,10,3,4
"67189",705,2,3,4,8,1,3
"67190",705,2,3,4,6,1,4
"67191",705,2,2,3,8,1,4
"67192",705,1,2,3,10,NA,1
"67193",705,1,NA,4,10,1,2
"67194",705,1,3,NA,10,2,4
"67195",705,2,2,3,10,1,4
"67196",705,1,3,3,5,NA,4
"67197",705,3,3,3,9,3,4
"67198",705,2,3,3,10,3,4
"67199",705,3,3,4,5,1,4
"67200",705,1,2,3,5,1,4
"67201",705,3,2,3,10,3,1
"67202",705,2,4,3,10,3,4
"67203",705,2,3,2,5,1,3
"67204",705,2,3,3,4,1,4
"67205",705,2,3,2,10,2,3
"67206",705,2,2,2,8,1,4
"67207",705,3,3,2,10,2,4
"67208",705,3,4,3,10,1,4
"67209",705,2,4,3,10,1,2
"67210",705,2,3,3,10,1,4
"67211",705,3,4,4,10,1,4
"67212",705,2,3,3,8,1,4
"67213",705,2,NA,3,8,1,4
"67214",705,2,NA,3,NA,1,4
"67215",705,2,3,2,10,1,3
"67216",705,2,4,4,9,NA,4
"67217",705,2,4,4,5,NA,4
"67218",705,2,3,2,10,1,4
"67219",705,2,2,3,8,1,4
"67220",705,1,4,2,10,3,3
"67221",705,2,4,1,10,1,2
"67222",705,3,3,3,6,2,4
"67223",705,3,3,3,9,2,4
"67224",705,3,2,3,9,2,4
"67225",705,1,4,3,10,1,4
"67226",705,2,3,4,5,1,2
"67227",705,2,2,3,8,1,4
"67228",705,2,3,3,7,1,4
"67229",705,1,4,3,10,2,4
"67230",705,1,2,3,2,1,4
"67231",705,1,2,4,7,2,3
"67232",705,1,3,4,9,1,4
"67233",705,2,1,NA,8,3,1
"67234",705,1,4,3,10,2,3
"67235",705,2,1,3,10,2,4
"67236",705,2,4,2,9,1,3
"67237",705,2,3,3,8,2,4
"67238",705,3,3,3,9,2,4
"67239",705,2,4,NA,5,1,4
"67240",705,2,3,3,5,1,4
"67241",705,2,3,2,9,NA,4
"67242",705,2,3,NA,3,1,2
"67243",705,2,3,NA,8,1,4
"67244",705,2,2,2,9,NA,4
"67245",705,1,3,2,10,1,4
"67246",705,3,3,2,9,1,4
"67247",705,3,3,2,NA,1,4
"67248",705,2,3,2,6,2,4
"67249",705,2,2,2,10,1,3
"67250",705,2,3,3,5,1,4
"67251",705,1,2,4,NA,3,1
"67252",705,1,4,3,9,1,3
"67253",705,2,4,2,9,2,3
"67254",705,3,3,3,9,3,4
"67255",705,2,3,3,10,2,4
"67256",705,2,4,3,6,1,3
"67257",705,3,3,3,8,1,4
"67258",705,2,2,4,10,2,2
"67259",705,2,4,4,10,1,4
"67260",705,2,2,3,10,NA,4
"67261",705,2,3,4,8,1,1
"67262",705,2,2,2,7,3,3
"67263",705,2,2,4,8,1,4
"67264",705,2,3,3,10,1,4
"67265",705,1,NA,3,10,1,4
"67266",705,1,3,2,9,NA,3
"67267",705,2,3,1,10,1,4
"67268",705,3,3,3,6,1,4
"67269",705,2,3,3,8,1,4
"67270",705,2,3,2,9,1,4
"67271",705,3,3,NA,7,2,4
"67272",705,2,3,2,NA,3,4
"67273",705,2,NA,3,3,2,3
"67274",705,3,3,3,8,1,4
"67275",705,1,3,2,9,1,4
"67276",705,2,3,2,9,1,3
"67277",705,2,2,3,10,1,4
"67278",705,2,3,3,10,2,4
"67279",705,1,2,4,10,1,4
"67280",705,1,3,NA,7,1,4
"67281",705,3,3,4,10,1,3
"67282",705,3,4,4,10,1,2
"67283",705,3,3,3,8,2,4
"67284",705,1,4,2,10,2,4
"67285",705,3,2,3,8,1,4
"67286",705,1,2,4,9,1,4
"67287",705,1,2,3,5,3,4
"67288",705,2,3,NA,7,2,4
"67289",705,2,2,4,8,1,4
"67290",705,2,2,3,9,2,4
"67291",705,1,2,4,10,1,3
"67292",705,3,2,4,6,2,2
"67293",705,1,3,4,2,3,4
"67294",705,2,3,4,10,1,4
"67295",705,1,3,3,8,1,4
"67296",705,1,2,4,3,1,4
"67297",705,1,4,3,8,1,4
"67298",705,1,4,4,5,1,4
"67299",705,1,2,2,10,1,4
"67300",705,2,3,2,10,3,4
"67301",705,1,2,3,8,1,4
"67302",705,2,3,3,10,1,4
"67303",705,2,3,3,10,1,4
"67304",705,NA,3,3,10,1,4
"67305",705,1,3,3,10,1,4
"67306",705,2,NA,3,9,NA,2
"67307",705,2,2,3,8,1,4
"67308",705,2,3,3,8,NA,4
"67309",705,2,NA,3,8,NA,4
"67310",705,2,3,4,9,NA,4
"67311",705,2,3,3,10,NA,4
"67312",705,2,2,4,10,NA,4
"67313",705,2,4,4,7,NA,4
"67314",705,1,3,2,6,1,3
"67315",705,2,3,2,10,2,3
"67316",705,1,2,3,9,3,2
"67317",705,2,3,3,10,1,1
"67318",705,3,2,4,8,1,4
"67319",705,2,3,3,8,1,4
"67320",705,1,3,3,6,1,4
"67321",705,2,2,3,8,NA,4
"67322",705,2,2,2,7,1,4
"67323",705,1,3,3,10,2,4
"67324",705,2,3,3,10,1,2
"67325",705,4,3,1,9,1,4
"67326",705,4,3,3,8,1,NA
"67327",705,2,3,3,10,1,4
"67328",705,2,2,3,7,3,3
"67329",705,2,2,3,10,1,4
"67330",705,2,3,3,10,1,3
"67331",705,2,2,3,10,NA,4
"67332",705,2,2,3,8,NA,3
"67333",705,1,3,2,8,1,3
"67334",705,2,3,3,8,1,4
"67335",705,2,NA,3,9,1,4
"67336",705,2,2,4,5,1,4
"67337",705,2,3,3,8,1,3
"67338",705,2,2,4,3,1,3
"67339",705,2,2,2,7,2,4
"67340",705,2,3,3,7,1,4
"67341",705,3,3,3,8,1,3
"67342",705,2,3,2,10,NA,4
"67343",705,2,3,3,9,2,4
"67344",705,2,3,3,NA,1,4
"67345",705,1,4,3,9,3,3
"67346",705,1,3,2,8,1,4
"67347",705,2,2,3,8,1,1
"67348",705,2,3,2,10,1,4
"67349",705,2,NA,3,5,1,4
"67350",705,1,3,NA,7,2,4
"67351",705,3,4,3,4,1,1
"67352",705,2,2,3,5,1,1
"67353",705,2,4,3,7,1,3
"67354",705,2,3,NA,6,1,4
"67355",705,2,NA,4,10,1,4
"67356",705,2,2,3,7,1,2
"67357",705,2,3,2,9,1,2
"67358",705,2,3,4,9,2,2
"67359",705,3,3,2,10,2,1
"67360",705,2,2,4,5,NA,4
"67361",705,1,2,3,1,1,4
"67362",705,1,3,4,1,1,4
"67363",705,3,2,4,3,1,4
"67364",705,2,4,3,10,1,4
"67365",705,2,NA,NA,8,1,4
"67366",705,2,3,3,9,3,4
"67367",705,2,4,4,3,1,4
"67368",705,2,3,3,10,1,4
"67369",705,2,NA,4,8,1,4
"67370",705,2,4,2,4,1,4
"67371",705,2,2,4,10,1,4
"67372",705,2,2,3,2,1,4
"67373",705,2,3,4,1,2,1
"67374",705,2,2,3,5,1,1
"67375",705,2,NA,3,8,1,1
"67376",705,1,3,NA,10,1,4
"67377",705,2,2,3,9,NA,4
"67378",705,2,3,4,7,1,2
"67379",705,2,3,3,8,1,3
"67380",705,2,3,3,10,1,3
"67381",705,3,3,3,10,2,4
"67382",705,2,2,4,10,3,4
"67383",705,1,3,4,10,1,4
"67384",705,2,2,4,8,NA,4
"67385",705,1,3,3,7,1,4
"67386",705,NA,1,3,NA,NA,NA
"67387",705,3,4,3,9,2,1
"67388",705,2,3,2,8,1,4
"67389",705,2,3,3,10,1,2
"67390",705,2,3,2,10,3,4
"67391",705,2,NA,2,10,1,4
"67392",705,1,2,3,8,3,4
"67393",705,2,3,3,10,3,4
"67394",705,2,4,2,10,2,4
"67395",705,2,4,3,9,1,3
"67396",705,1,3,3,10,1,4
"67397",705,2,2,3,9,1,4
"67398",705,2,3,3,8,1,4
"67399",705,3,3,4,9,3,4
"67400",705,3,4,NA,6,1,4
"67401",705,3,3,NA,3,1,4
"67402",705,NA,4,3,10,3,4
"67403",705,3,4,3,8,1,4
"67404",705,2,2,3,8,1,4
"67405",705,2,2,3,10,1,3
"67406",705,1,2,3,10,NA,4
"67407",705,2,3,3,10,NA,2
"67408",705,2,2,3,10,1,3
"67409",705,2,3,3,10,1,2
"67410",705,1,3,2,9,1,3
"67411",705,2,3,3,7,1,3
"67412",705,3,2,2,8,1,2
"67413",705,2,3,3,8,1,3
"67414",705,2,2,3,10,1,3
"67415",705,2,2,3,10,1,3
"67416",705,2,3,3,10,NA,4
"67417",705,2,NA,3,10,1,3
"67418",705,1,3,4,4,1,4
"67419",705,2,2,4,3,1,4
"67420",705,2,3,3,8,1,4
"67421",705,1,2,4,8,2,4
"67422",705,2,3,3,8,1,4
"67423",705,1,3,3,1,1,4
"67424",705,3,3,4,7,1,4
"67425",705,NA,2,3,10,1,3
"67426",705,2,2,3,10,1,4
"67427",705,2,3,3,10,1,3
"67428",705,2,3,3,10,1,2
"67429",705,2,3,3,10,1,4
"67430",705,1,2,3,10,NA,4
"67431",705,4,3,3,5,1,4
"67432",705,2,2,3,10,1,4
"67433",705,2,2,3,9,1,3
"67434",705,2,2,3,10,1,3
"67435",705,1,2,3,8,3,4
"67436",705,2,2,3,8,1,4
"67437",705,1,2,3,7,1,4
"67438",705,1,3,3,10,1,4
"67439",705,2,3,3,4,1,3
"67440",705,2,3,2,10,1,4
"67441",705,3,4,4,3,1,3
"67442",705,2,4,2,10,NA,3
"67443",705,2,NA,4,8,1,2
"67444",705,2,3,4,8,3,3
"67445",705,1,2,3,10,1,4
"67446",705,3,3,3,5,1,2
"67447",705,2,2,3,8,1,2
"67448",705,2,2,3,8,1,3
"67449",705,2,2,3,8,1,3
"67450",705,1,2,3,8,NA,3
"67451",705,1,1,3,8,1,4
"67452",705,2,4,2,10,2,2
"67453",705,2,3,3,10,1,2
"67454",705,2,2,3,10,2,1
"67455",705,2,4,4,10,2,4
"67456",705,3,3,3,5,2,3
"67457",705,2,3,2,7,NA,4
"67458",705,1,3,2,8,NA,4
"67459",705,2,3,4,9,1,4
"67460",705,3,3,2,10,1,2
"67461",410,2,4,2,9,2,3
"67462",410,2,3,3,9,1,3
"67463",410,2,3,3,10,1,3
"67464",410,2,3,2,10,1,2
"67465",410,2,4,1,10,1,1
"67466",410,1,4,2,10,1,1
"67467",410,2,4,3,9,2,3
"67468",410,2,2,2,10,2,2
"67469",410,2,3,3,10,1,2
"67470",410,3,2,2,9,3,2
"67471",410,2,3,3,9,2,1
"67472",410,2,1,2,10,3,4
"67473",410,3,3,3,10,3,2
"67474",410,2,2,3,9,3,2
"67475",410,2,2,3,9,3,3
"67476",410,2,2,3,9,1,2
"67477",410,1,2,2,5,1,2
"67478",410,3,2,3,5,1,2
"67479",410,2,2,2,7,2,2
"67480",410,2,4,2,9,1,2
"67481",410,1,2,3,5,1,3
"67482",410,2,3,2,5,1,3
"67483",410,2,3,2,7,1,2
"67484",410,2,2,2,6,3,2
"67485",410,2,2,2,9,1,1
"67486",410,1,3,3,9,1,1
"67487",410,1,3,2,8,1,4
"67488",410,2,3,2,9,1,3
"67489",410,2,4,2,6,1,3
"67490",410,2,3,2,8,1,2
"67491",410,2,2,3,7,1,2
"67492",410,1,3,3,3,1,3
"67493",410,2,3,3,10,2,3
"67494",410,1,2,3,8,1,3
"67495",410,2,4,1,6,2,2
"67496",410,1,2,3,10,1,2
"67497",410,1,3,2,8,1,3
"67498",410,2,1,3,10,1,1
"67499",410,2,3,2,8,2,1
"67500",410,1,4,2,7,2,2
"67501",410,2,2,2,9,2,1
"67502",410,2,2,2,9,1,2
"67503",410,1,1,2,8,1,3
"67504",410,2,3,2,10,1,1
"67505",410,2,4,2,9,1,2
"67506",410,2,3,3,7,3,4
"67507",410,2,3,2,8,1,3
"67508",410,2,3,2,10,1,3
"67509",410,2,2,2,10,2,2
"67510",410,1,2,3,9,1,4
"67511",410,2,2,3,10,2,1
"67512",410,1,3,2,10,1,2
"67513",410,2,NA,NA,9,2,2
"67514",410,2,3,3,10,3,3
"67515",410,2,2,3,7,1,4
"67516",410,2,3,4,5,2,NA
"67517",410,2,1,3,10,2,3
"67518",410,2,3,3,10,2,4
"67519",410,1,3,3,10,1,3
"67520",410,3,2,2,8,2,3
"67521",410,2,4,2,10,2,3
"67522",410,1,4,2,10,2,1
"67523",410,2,3,2,10,2,1
"67524",410,2,4,3,8,3,2
"67525",410,2,2,3,10,1,3
"67526",410,1,3,2,9,1,3
"67527",410,2,3,3,10,1,3
"67528",410,2,4,3,10,3,2
"67529",410,2,2,2,10,1,1
"67530",410,2,2,2,8,2,3
"67531",410,2,4,2,10,1,2
"67532",410,2,3,2,9,1,2
"67533",410,2,4,2,10,1,NA
"67534",410,2,2,2,10,1,3
"67535",410,2,4,4,10,2,2
"67536",410,2,3,4,1,3,1
"67537",410,3,4,2,10,2,2
"67538",410,2,3,2,8,2,4
"67539",410,2,2,2,8,2,3
"67540",410,2,3,3,10,NA,4
"67541",410,2,4,2,8,3,4
"67542",410,1,3,2,7,2,4
"67543",410,2,1,3,7,1,NA
"67544",410,2,3,3,10,3,4
"67545",410,3,2,3,5,1,2
"67546",410,2,2,4,10,1,2
"67547",410,2,2,4,10,3,2
"67548",410,2,4,2,8,2,2
"67549",410,2,3,2,3,2,2
"67550",410,3,1,2,7,2,4
"67551",410,3,2,3,8,2,3
"67552",410,2,3,2,8,1,2
"67553",410,2,2,2,8,1,3
"67554",410,3,3,4,10,1,3
"67555",410,2,4,3,10,1,3
"67556",410,2,2,3,9,1,2
"67557",410,1,4,2,9,1,1
"67558",410,2,3,2,10,1,3
"67559",410,2,1,3,8,1,3
"67560",410,2,2,3,6,2,3
"67561",410,2,1,2,10,2,4
"67562",410,3,3,2,8,2,3
"67563",410,2,2,2,9,2,3
"67564",410,2,1,2,10,3,1
"67565",410,2,3,2,9,1,4
"67566",410,2,3,3,8,1,3
"67567",410,2,2,2,8,1,3
"67568",410,2,2,3,10,1,2
"67569",410,2,3,2,10,1,1
"67570",410,2,4,3,10,3,3
"67571",410,3,2,3,7,1,3
"67572",410,2,3,2,9,1,3
"67573",410,2,3,3,8,2,3
"67574",410,2,3,2,9,1,3
"67575",410,2,2,3,10,2,3
"67576",410,3,4,3,5,3,2
"67577",410,2,2,2,8,1,3
"67578",410,2,3,3,10,2,3
"67579",410,2,3,2,10,1,3
"67580",410,2,1,2,10,1,3
"67581",410,2,2,3,10,2,1
"67582",410,1,4,2,7,1,3
"67583",410,1,3,4,7,1,3
"67584",410,1,2,3,8,1,NA
"67585",410,1,3,2,8,1,3
"67586",410,1,4,3,7,3,3
"67587",410,2,1,2,10,2,2
"67588",410,2,3,3,9,1,3
"67589",410,2,3,2,4,2,NA
"67590",410,2,2,3,9,2,2
"67591",410,2,4,3,8,3,2
"67592",410,1,2,2,7,3,3
"67593",410,1,3,3,8,1,NA
"67594",410,2,2,3,9,2,1
"67595",410,2,3,2,8,2,4
"67596",410,2,2,3,8,3,3
"67597",410,2,3,2,10,1,4
"67598",410,1,2,3,7,1,4
"67599",410,2,1,3,10,3,3
"67600",410,2,2,3,10,1,1
"67601",410,1,1,3,9,1,4
"67602",410,1,2,2,7,1,2
"67603",410,1,2,2,9,1,3
"67604",410,1,2,3,10,2,4
"67605",410,1,3,2,10,1,2
"67606",410,1,1,2,10,1,3
"67607",410,3,3,2,10,3,3
"67608",410,2,2,3,10,2,2
"67609",410,3,2,2,5,3,2
"67610",410,2,1,3,10,1,2
"67611",410,2,2,2,7,3,4
"67612",410,2,3,3,8,2,3
"67613",410,2,4,2,10,1,2
"67614",410,2,2,2,8,2,3
"67615",410,2,2,4,10,1,2
"67616",410,2,2,2,10,2,3
"67617",410,2,1,3,8,1,NA
"67618",410,2,2,2,10,2,4
"67619",410,1,2,2,9,3,1
"67620",410,2,4,2,8,1,1
"67621",410,2,3,2,8,1,3
"67622",410,2,3,2,10,3,4
"67623",410,3,2,2,9,1,3
"67624",410,2,2,2,8,2,3
"67625",410,2,3,2,8,1,3
"67626",410,2,3,4,10,2,3
"67627",410,2,4,2,10,1,3
"67628",410,2,3,3,10,2,2
"67629",410,1,3,2,9,1,3
"67630",410,3,2,3,9,2,3
"67631",410,2,4,2,10,2,3
"67632",410,1,2,2,10,2,3
"67633",410,2,1,3,10,1,2
"67634",410,2,2,3,9,2,2
"67635",410,1,3,2,9,2,2
"67636",410,2,4,2,9,2,2
"67637",410,2,2,2,9,2,3
"67638",410,2,3,3,10,1,3
"67639",410,3,3,2,8,1,3
"67640",410,2,3,2,10,1,2
"67641",410,2,3,2,10,1,3
"67642",410,2,3,3,8,1,3
"67643",410,1,3,2,10,1,2
"67644",410,1,3,3,10,2,2
"67645",410,2,3,2,7,1,3
"67646",410,1,2,3,6,1,2
"67647",410,2,4,3,7,NA,2
"67648",410,1,2,3,9,3,4
"67649",410,1,3,4,7,1,1
"67650",410,2,3,2,10,2,1
"67651",410,2,2,2,9,2,3
"67652",410,2,2,2,9,2,2
"67653",410,2,3,3,8,1,2
"67654",410,2,3,2,8,1,NA
"67655",410,2,2,2,6,1,4
"67656",410,2,3,2,10,3,1
"67657",410,3,1,2,8,3,3
"67658",410,1,2,3,7,2,3
"67659",410,1,2,2,10,3,2
"67660",410,3,4,2,10,2,3
"67661",410,2,4,3,10,2,3
"67662",410,2,3,2,8,1,2
"67663",410,2,4,3,9,3,1
"67664",410,2,1,2,10,1,1
"67665",410,2,2,2,9,2,3
"67666",410,2,3,3,8,3,2
"67667",410,1,3,2,10,3,1
"67668",410,2,4,2,10,2,1
"67669",410,1,1,2,10,1,2
"67670",410,2,2,3,8,3,NA
"67671",410,2,2,3,8,3,3
"67672",410,2,3,3,8,2,2
"67673",410,2,2,2,10,3,4
"67674",410,2,2,3,7,2,2
"67675",410,3,3,3,7,3,2
"67676",410,2,3,2,10,2,3
"67677",410,2,2,2,8,1,3
"67678",410,3,3,4,9,1,4
"67679",410,2,3,3,9,2,2
"67680",410,2,3,2,8,2,3
"67681",410,2,4,3,8,2,3
"67682",410,2,3,3,8,2,4
"67683",410,2,2,3,8,1,1
"67684",410,2,2,3,7,2,3
"67685",410,3,3,4,8,2,2
"67686",410,3,1,3,7,1,NA
"67687",410,3,1,3,7,1,3
"67688",410,2,3,3,9,2,2
"67689",410,3,4,2,7,3,4
"67690",410,2,3,2,8,3,4
"67691",410,2,4,2,10,3,3
"67692",410,3,4,2,8,2,4
"67693",410,2,3,2,10,2,3
"67694",410,2,3,3,10,3,4
"67695",410,1,3,2,7,3,1
"67696",410,2,2,2,10,3,NA
"67697",410,1,2,2,9,2,2
"67698",410,2,2,3,10,1,NA
"67699",410,1,3,3,8,3,3
"67700",410,1,3,2,9,1,2
"67701",410,2,3,3,10,2,2
"67702",410,2,NA,2,2,2,3
"67703",410,1,3,2,10,2,1
"67704",410,2,3,3,8,1,2
"67705",410,2,4,2,10,2,3
"67706",410,1,2,3,8,1,3
"67707",410,2,NA,2,3,1,1
"67708",410,2,1,3,10,2,1
"67709",410,2,2,2,10,2,1
"67710",410,2,3,2,8,1,1
"67711",410,2,2,2,5,1,3
"67712",410,2,2,3,9,1,2
"67713",410,2,3,2,9,3,3
"67714",410,2,3,2,10,3,3
"67715",410,2,3,2,10,1,4
"67716",410,3,2,3,9,3,NA
"67717",410,2,4,2,10,1,NA
"67718",410,2,3,3,7,2,1
"67719",410,2,2,2,9,1,2
"67720",410,2,4,2,10,1,NA
"67721",410,1,2,2,10,1,3
"67722",410,3,3,1,10,1,1
"67723",410,2,3,2,5,1,2
"67724",410,2,3,1,10,1,1
"67725",410,2,3,NA,8,1,3
"67726",410,2,2,2,10,1,3
"67727",410,2,3,2,9,1,2
"67728",410,2,2,3,10,1,2
"67729",410,2,3,2,6,1,3
"67730",410,2,2,3,8,1,3
"67731",410,2,2,3,7,1,3
"67732",410,3,4,2,10,1,2
"67733",410,3,2,3,7,1,3
"67734",410,2,3,2,10,1,2
"67735",410,2,3,3,10,1,2
"67736",410,2,3,3,10,2,3
"67737",410,2,3,2,8,1,3
"67738",410,2,3,3,9,1,2
"67739",410,2,1,3,10,1,1
"67740",410,2,3,2,10,1,NA
"67741",410,2,1,4,8,1,1
"67742",410,2,3,4,10,3,1
"67743",410,2,2,3,9,1,3
"67744",410,1,2,2,10,1,3
"67745",410,2,3,2,8,1,3
"67746",410,2,3,2,8,3,3
"67747",410,4,4,3,10,2,2
"67748",410,2,4,2,10,2,1
"67749",410,2,2,2,10,2,1
"67750",410,2,2,3,8,1,2
"67751",410,2,1,3,8,1,2
"67752",410,1,2,3,8,1,2
